candidate_id	objective_id	input_contract	target_label	source_gate	baseline	primary_metric	parameter_cap	consumer	replacement_for	status	authority
CAND-P-038	OBJ-ICM-068-TACH-DENOISE	PH11_edge_intervals_GPIO_level_and_EMI_context	clean_edge_frequency_Hz_and_confidence	L0_L1	fixed_debounce_filter	RPM_MAE_edge_precision_and_dropout_rate	params_le_16k_INT8_weights_le_24KiB	DEVICE_EVIDENCE_MAINTENANCE	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-039	OBJ-ICM-069-MOTOR-MECHANICAL-FAULT	motor_ADXL_spectrum_current_command_and_speed_state	healthy_imbalance_misalignment_looseness_stall_class	L0_L1	AI10_running_stopped_output	macro_F1_stall_recall_and_ECE	params_le_40k_INT8_weights_le_52KiB	DEVICE_EVIDENCE_MAINTENANCE	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-040	OBJ-ICM-070-MOTOR-LOAD-DRAG	motor_current_vibration_speed_command_and_baseline_curve	load_drag_torque_proxy_and_excess_drag_score	L0_L1	current_only_linear_fit	torque_proxy_MAE_and_drag_AUPRC	params_le_24k_INT8_weights_le_32KiB	DEVICE_EVIDENCE_MAINTENANCE	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-041	OBJ-ICM-071-RTC-TEMPERATURE-DRIFT	DS3231_temperature_elapsed_reference_time_and_aging_offset	clock_drift_ppm_vs_temperature	L0_L1	zero_ppm_drift	drift_MAE_ppm_and_24h_time_error_ms	params_le_14k_INT8_weights_le_20KiB	DEVICE_EVIDENCE_MAINTENANCE	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-042	OBJ-ICM-072-SINTERGRAPH-PSP	preburn_recipe_planned_profile_and_process_EvidenceCards_as_of_cutoff	postburn_structure_property_distribution_and_typed_PSP_edges	L2_OPEN	recipe_only_MSC_tree_and_no_graph_multitask_baselines	edge_AUPRC_property_MAE_WIS_and_worst_group_error	params_le_96k_INT8_weights_le_112KiB	SINTERGRAPH_VERIPROCESS	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-043	OBJ-ICM-073-PRECURSOR-COMPATIBILITY	precursor_formulas_purity_particle_size_and_target_host	precursor_pair_compatibility_probability	L2_OPEN	element_balance_and_valence_hard_rules	AUPRC_Brier_score_and_incompatible_recall	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-044	OBJ-ICM-074-SYNTHESIZABILITY	composition_precursors_atmosphere_and_recipe_features	successful_target_phase_synthesis_probability	L2_OPEN	nearest_neighbor_recipe_success_rate	AUROC_Brier_score_and_ECE	params_le_46k_INT8_weights_le_56KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-045	OBJ-ICM-075-COMPETING-PHASE-RANKING	target_composition_precursors_temperature_and_candidate_phases	ranked_competing_phase_list	L2_OPEN	formation_energy_only_ranking	NDCG_at_5_MRR_and_top1_accuracy	params_le_48k_INT8_weights_le_60KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-046	OBJ-ICM-076-REACTION-PATH-RANKING	reactant_product_graph_temperature_and_atmosphere	ranked_intermediate_reaction_paths	L2_OPEN	shortest_stoichiometric_path	path_NDCG_at_5_and_top1_accuracy	params_le_52k_INT8_weights_le_64KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-047	OBJ-ICM-077-REACTION-ONSET	composition_precursor_and_heating_rate_features	reaction_onset_temperature_C	L2_OPEN	material_family_median_onset	MAE_C_and_interval_coverage	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-048	OBJ-ICM-078-PHASE-COMPLETION	composition_schedule_atmosphere_and_phase_evidence	phase_completion_temperature_C_and_time_min	L2_OPEN	fixed_recipe_endpoint	temperature_MAE_C_time_MAE_min_and_completion_AUROC	params_le_40k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-049	OBJ-ICM-079-DENSIFICATION	powder_properties_composition_and_temperature_time_curve	relative_density_trajectory_percent	L2_OPEN	master_sintering_curve_fit	trajectory_RMSE_percent_and_final_density_MAE	params_le_44k_INT8_weights_le_56KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-050	OBJ-ICM-080-SINTERING-SHRINKAGE	green_density_particle_size_and_schedule	linear_shrinkage_trajectory_percent	L2_OPEN	linear_thermal_expansion_baseline	trajectory_RMSE_percent_and_final_shrinkage_MAE	params_le_42k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-051	OBJ-ICM-081-GRAIN-GROWTH	initial_grain_size_dopant_atmosphere_and_thermal_dose	final_grain_size_um_and_growth_exponent	L2_OPEN	single_Arrhenius_growth_law	log_grain_MAE_and_growth_exponent_MAE	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-052	OBJ-ICM-082-AGGLOMERATION-RISK	particle_size_BET_mixing_calcination_and_dopant_features	agglomeration_risk_probability_and_grade	L2_OPEN	particle_size_BET_threshold	AUROC_AUPRC_and_grade_MAE	params_le_32k_INT8_weights_le_42KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-053	OBJ-ICM-083-CR-VALENCE-RETENTION	Cr_concentration_host_atmosphere_temperature_and_time	Cr3plus_retention_fraction	L2_OPEN	oxidizing_reducing_atmosphere_rule	fraction_MAE_and_low_retention_AUPRC	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-054	OBJ-ICM-084-OXYGEN-VACANCY-CONDITION	composition_charge_balance_atmosphere_and_thermal_history	oxygen_vacancy_state_and_concentration_rank	L2_OPEN	charge_neutrality_rule	macro_F1_and_Spearman_rho	params_le_40k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-055	OBJ-ICM-085-DOPANT-ACTIVATION	nominal_dopant_fraction_host_site_atmosphere_and_phase_quality	optically_active_dopant_fraction	L2_OPEN	nominal_dopant_fraction_as_activation	activation_fraction_MAE_and_rank_correlation	params_le_36k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-056	OBJ-ICM-086-SITE-OCCUPANCY-RANKING	host_crystal_sites_dopant_radius_charge_and_coordination	ranked_dopant_site_occupancy	L2_OPEN	ionic_radius_mismatch_rule	NDCG_at_sites_top1_accuracy_and_ECE	params_le_44k_INT8_weights_le_56KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-057	OBJ-ICM-087-NIR-EXCITATION-PEAK	host_dopant_site_and_excitation_spectrum_features	NIR_excitation_peak_wavelength_nm	L2_OPEN	host_family_median_excitation_peak	MAE_nm_and_p95_error_nm	params_le_36k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-058	OBJ-ICM-088-NIR-DECAY-TIME	host_dopant_concentration_site_and_temperature	NIR_decay_lifetime_log_microseconds	L2_OPEN	host_dopant_family_median_lifetime	log_lifetime_MAE_and_interval_coverage	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-059	OBJ-ICM-089-IQE-RANKING	composition_process_phase_and_PL_features	internal_quantum_efficiency_rank_and_calibrated_score	L2_OPEN	integrated_PL_intensity_proxy	Spearman_rho_NDCG_at_5_and_ECE	params_le_40k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-060	OBJ-ICM-090-CIE-CHROMATICITY	normalized_emission_spectrum_and_measurement_geometry	CIE_x_y_coordinates	L2_OPEN	spectral_centroid_linear_map	xy_MAE_and_DeltaE2000	params_le_28k_INT8_weights_le_36KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-061	OBJ-ICM-091-NIR-INTENSITY-RANK	composition_process_phase_and_measurement_normalization	normalized_NIR_intensity_rank	L2_OPEN	raw_integrated_intensity_without_correction	NDCG_at_5_Spearman_rho_and_pairwise_accuracy	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-062	OBJ-ICM-092-THERMAL-QUENCH-KINETICS	multi_temperature_PL_intensity_curve_host_and_dopant	activation_energy_eV_and_kinetic_curve_parameters	L2_OPEN	three_band_AI7_class_centroid	activation_energy_MAE_curve_R2_and_parameter_ECE	params_le_46k_INT8_weights_le_58KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-063	OBJ-ICM-093-OUTGASSING-PHASE	gas_response_temperature_heating_rate_and_precursor_features	outgassing_species_phase_class_and_onset	L2_OPEN	single_MQ_threshold_event	macro_F1_onset_MAE_C_and_species_recall	params_le_38k_INT8_weights_le_48KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-064	OBJ-ICM-094-MOISTURE-RELEASE	SHT_MQ_temperature_precursor_and_drying_history	moisture_release_onset_C_and_integrated_release	L2_OPEN	humidity_delta_threshold	onset_MAE_C_area_MAPE_and_event_AUPRC	params_le_34k_INT8_weights_le_44KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-065	OBJ-ICM-095-CALCINATION-COMPLETION	thermal_dose_gas_mass_proxy_and_phase_features	calcination_completion_probability_and_time	L2_OPEN	fixed_soak_time_rule	AUROC_Brier_score_and_time_MAE_min	params_le_42k_INT8_weights_le_52KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-066	OBJ-ICM-096-BATCH-TRANSFER-DRIFT	source_target_batch_recipe_sensor_and_property_vectors	property_drift_vector_and_transfer_risk	L2_OPEN	zero_drift_assumption	multitarget_MAE_MMD_reduction_and_risk_AUROC	params_le_48k_INT8_weights_le_60KiB	SINTERGRAPH_MATERIAL_CARD	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-067	OBJ-ICM-097-EXPERIMENTAL-BANDGAP	composition_structure_and_experimental_metadata	experimentally_measured_bandgap_eV	OPEN_COMPUTED_EXPERIMENT_SEPARATED	composition_family_median	MAE_eV_and_calibration_interval_coverage	params_le_52k_INT8_weights_le_64KiB	SEMIMAT_SCREENING	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-068	OBJ-ICM-098-EXPERIMENTAL-METALLICITY	composition_structure_and_experimental_transport_metadata	experimental_metal_semiconductor_insulator_class	OPEN_COMPUTED_EXPERIMENT_SEPARATED	majority_class_by_material_family	macro_F1_AUROC_and_ECE	params_le_44k_INT8_weights_le_56KiB	SEMIMAT_SCREENING	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-069	OBJ-ICM-099-FORMATION-ENERGY	composition_crystal_graph_and_computational_provenance	formation_energy_eV_per_atom	OPEN_COMPUTED_EXPERIMENT_SEPARATED	chemistry_family_mean	MAE_eV_per_atom_and_rank_Spearman	params_le_64k_INT8_weights_le_80KiB	SEMIMAT_SCREENING	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-P-070	OBJ-ICM-100-POINT-DEFECT-FORMATION-ENERGY	pristine_structure_defect_type_charge_state_and_chemical_potentials	point_defect_formation_energy_eV	OPEN_COMPUTED_EXPERIMENT_SEPARATED	pristine_formation_energy_plus_defect_constant	MAE_eV_and_defect_rank_NDCG	params_le_70k_INT8_weights_le_88KiB	SEMIMAT_SCREENING	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
